player,round,score,total,place,year,major,date,major_id,major_round,made_cut,liv,defect_date,post,sv_field,birthdate,age,event_time
Marcus Armitage,4,70.0,281.0,53.0,2021,Open,2021-07-18,2021-Open,2021-Open-R4,1,0,,0,0.3766233766233711,1987-07-15,34.00958247775496,
Marcus Kinhult,1,69.0,142.0,,2021,Open,2021-07-18,2021-Open,2021-Open-R1,0,0,,0,-1.9551282051282044,1996-07-24,24.982888432580424,
Marcus Kinhult,2,73.0,142.0,,2021,Open,2021-07-18,2021-Open,2021-Open-R2,0,0,,0,2.6129032258064484,1996-07-24,24.982888432580424,
Marcus Kinhult,3,,142.0,,2021,Open,2021-07-18,2021-Open,2021-Open-R3,0,0,,0,,1996-07-24,24.982888432580424,
Marcus Kinhult,4,,142.0,,2021,Open,2021-07-18,2021-Open,2021-Open-R4,0,0,,0,,1996-07-24,24.982888432580424,
Martin Kaymer,1,74.0,142.0,,2021,Open,2021-07-18,2021-Open,2021-Open-R1,0,1,2022-06-09,0,3.0448717948717956,1984-12-28,36.55304585900068,-2.0
Martin Kaymer,2,68.0,142.0,,2021,Open,2021-07-18,2021-Open,2021-Open-R2,0,1,2022-06-09,0,-2.3870967741935516,1984-12-28,36.55304585900068,-2.0
Martin Kaymer,3,,142.0,,2021,Open,2021-07-18,2021-Open,2021-Open-R3,0,1,2022-06-09,0,,1984-12-28,36.55304585900068,-2.0
Martin Kaymer,4,,142.0,,2021,Open,2021-07-18,2021-Open,2021-Open-R4,0,1,2022-06-09,0,,1984-12-28,36.55304585900068,-2.0
Matt Fitzpatrick,1,71.0,277.0,26.0,2021,Open,2021-07-18,2021-Open,2021-Open-R1,1,0,,0,0.0448717948717956,1994-09-01,26.87748117727584,
Matt Fitzpatrick,2,69.0,277.0,26.0,2021,Open,2021-07-18,2021-Open,2021-Open-R2,1,0,,0,-1.3870967741935516,1994-09-01,26.87748117727584,
Matt Fitzpatrick,3,67.0,277.0,26.0,2021,Open,2021-07-18,2021-Open,2021-Open-R3,1,0,,0,-3.84415584415585,1994-09-01,26.87748117727584,
Matt Fitzpatrick,4,70.0,277.0,26.0,2021,Open,2021-07-18,2021-Open,2021-Open-R4,1,0,,0,0.3766233766233711,1994-09-01,26.87748117727584,
Matt Jones,1,72.0,143.0,,2021,Open,2021-07-18,2021-Open,2021-Open-R1,0,0,,0,1.0448717948717956,1980-04-19,41.24572210814511,
Matt Jones,2,71.0,143.0,,2021,Open,2021-07-18,2021-Open,2021-Open-R2,0,0,,0,0.6129032258064484,1980-04-19,41.24572210814511,
Matt Jones,3,,143.0,,2021,Open,2021-07-18,2021-Open,2021-Open-R3,0,0,,0,,1980-04-19,41.24572210814511,
Matt Jones,4,,143.0,,2021,Open,2021-07-18,2021-Open,2021-Open-R4,0,0,,0,,1980-04-19,41.24572210814511,
Matt Kuchar,1,74.0,146.0,,2021,Open,2021-07-18,2021-Open,2021-Open-R1,0,0,,0,3.0448717948717956,1978-06-21,43.07460643394935,
Matt Kuchar,2,72.0,146.0,,2021,Open,2021-07-18,2021-Open,2021-Open-R2,0,0,,0,1.6129032258064484,1978-06-21,43.07460643394935,
Matt Kuchar,3,,146.0,,2021,Open,2021-07-18,2021-Open,2021-Open-R3,0,0,,0,,1978-06-21,43.07460643394935,
Matt Kuchar,4,,146.0,,2021,Open,2021-07-18,2021-Open,2021-Open-R4,0,0,,0,,1978-06-21,43.07460643394935,
Matt Wallace,1,70.0,279.0,40.0,2021,Open,2021-07-18,2021-Open,2021-Open-R1,1,0,,0,-0.9551282051282044,1990-04-12,31.266255989048595,
Matt Wallace,2,68.0,279.0,40.0,2021,Open,2021-07-18,2021-Open,2021-Open-R2,1,0,,0,-2.3870967741935516,1990-04-12,31.266255989048595,
Matt Wallace,3,69.0,279.0,40.0,2021,Open,2021-07-18,2021-Open,2021-Open-R3,1,0,,0,-1.8441558441558499,1990-04-12,31.266255989048595,
Matt Wallace,4,72.0,279.0,40.0,2021,Open,2021-07-18,2021-Open,2021-Open-R4,1,0,,0,2.376623376623371,1990-04-12,31.266255989048595,
Matthias Schwab,1,71.0,143.0,,2021,Open,2021-07-18,2021-Open,2021-Open-R1,0,0,,0,0.0448717948717956,1994-12-09,26.60643394934976,
Matthias Schwab,2,72.0,143.0,,2021,Open,2021-07-18,2021-Open,2021-Open-R2,0,0,,0,1.6129032258064484,1994-12-09,26.60643394934976,
Matthias Schwab,3,,143.0,,2021,Open,2021-07-18,2021-Open,2021-Open-R3,0,0,,0,,1994-12-09,26.60643394934976,
Matthias Schwab,4,,143.0,,2021,Open,2021-07-18,2021-Open,2021-Open-R4,0,0,,0,,1994-12-09,26.60643394934976,
Matti Schmid,1,74.0,282.0,59.0,2021,Open,2021-07-18,2021-Open,2021-Open-R1,1,0,,0,3.0448717948717956,1997-11-18,23.66324435318275,
Matti Schmid,2,65.0,282.0,59.0,2021,Open,2021-07-18,2021-Open,2021-Open-R2,1,0,,0,-5.387096774193552,1997-11-18,23.66324435318275,
Matti Schmid,3,71.0,282.0,59.0,2021,Open,2021-07-18,2021-Open,2021-Open-R3,1,0,,0,0.15584415584415012,1997-11-18,23.66324435318275,
Matti Schmid,4,72.0,282.0,59.0,2021,Open,2021-07-18,2021-Open,2021-Open-R4,1,0,,0,2.376623376623371,1997-11-18,23.66324435318275,
Max Homa,1,70.0,279.0,40.0,2021,Open,2021-07-18,2021-Open,2021-Open-R1,1,0,,0,-0.9551282051282044,1990-11-19,30.661190965092402,
Max Homa,2,69.0,279.0,40.0,2021,Open,2021-07-18,2021-Open,2021-Open-R2,1,0,,0,-1.3870967741935516,1990-11-19,30.661190965092402,
Max Homa,3,71.0,279.0,40.0,2021,Open,2021-07-18,2021-Open,2021-Open-R3,1,0,,0,0.15584415584415012,1990-11-19,30.661190965092402,
Max Homa,4,69.0,279.0,40.0,2021,Open,2021-07-18,2021-Open,2021-Open-R4,1,0,,0,-0.6233766233766289,1990-11-19,30.661190965092402,
Mike Lorenzo-Vera,1,75.0,144.0,,2021,Open,2021-07-18,2021-Open,2021-Open-R1,0,0,,0,4.044871794871796,1985-01-28,36.46817248459959,
Mike Lorenzo-Vera,2,69.0,144.0,,2021,Open,2021-07-18,2021-Open,2021-Open-R2,0,0,,0,-1.3870967741935516,1985-01-28,36.46817248459959,
Mike Lorenzo-Vera,3,,144.0,,2021,Open,2021-07-18,2021-Open,2021-Open-R3,0,0,,0,,1985-01-28,36.46817248459959,
Mike Lorenzo-Vera,4,,144.0,,2021,Open,2021-07-18,2021-Open,2021-Open-R4,0,0,,0,,1985-01-28,36.46817248459959,
Min Woo Lee,1,74.0,143.0,,2021,Open,2021-07-18,2021-Open,2021-Open-R1,0,0,,0,3.0448717948717956,1998-07-27,22.976043805612594,
Min Woo Lee,2,69.0,143.0,,2021,Open,2021-07-18,2021-Open,2021-Open-R2,0,0,,0,-1.3870967741935516,1998-07-27,22.976043805612594,
Min Woo Lee,3,,143.0,,2021,Open,2021-07-18,2021-Open,2021-Open-R3,0,0,,0,,1998-07-27,22.976043805612594,
Min Woo Lee,4,,143.0,,2021,Open,2021-07-18,2021-Open,2021-Open-R4,0,0,,0,,1998-07-27,22.976043805612594,
Nick Poppleton,1,75.0,148.0,,2021,Open,2021-07-18,2021-Open,2021-Open-R1,0,0,,0,4.044871794871796,,,
Nick Poppleton,2,73.0,148.0,,2021,Open,2021-07-18,2021-Open,2021-Open-R2,0,0,,0,2.6129032258064484,,,
Nick Poppleton,3,,148.0,,2021,Open,2021-07-18,2021-Open,2021-Open-R3,0,0,,0,,,,
Nick Poppleton,4,,148.0,,2021,Open,2021-07-18,2021-Open,2021-Open-R4,0,0,,0,,,,
Pan Cheng-tsung,1,71.0,147.0,,2021,Open,2021-07-18,2021-Open,2021-Open-R1,0,0,,0,0.0448717948717956,1991-11-12,29.68104038329911,
Pan Cheng-tsung,2,76.0,147.0,,2021,Open,2021-07-18,2021-Open,2021-Open-R2,0,0,,0,5.612903225806448,1991-11-12,29.68104038329911,
Pan Cheng-tsung,3,,147.0,,2021,Open,2021-07-18,2021-Open,2021-Open-R3,0,0,,0,,1991-11-12,29.68104038329911,
Pan Cheng-tsung,4,,147.0,,2021,Open,2021-07-18,2021-Open,2021-Open-R4,0,0,,0,,1991-11-12,29.68104038329911,
Patrick Cantlay,1,74.0,143.0,,2021,Open,2021-07-18,2021-Open,2021-Open-R1,0,0,,0,3.0448717948717956,1992-03-17,29.336071184120467,
Patrick Cantlay,2,69.0,143.0,,2021,Open,2021-07-18,2021-Open,2021-Open-R2,0,0,,0,-1.3870967741935516,1992-03-17,29.336071184120467,
Patrick Cantlay,3,,143.0,,2021,Open,2021-07-18,2021-Open,2021-Open-R3,0,0,,0,,1992-03-17,29.336071184120467,
Patrick Cantlay,4,,143.0,,2021,Open,2021-07-18,2021-Open,2021-Open-R4,0,0,,0,,1992-03-17,29.336071184120467,
Patrick Reed,1,72.0,143.0,,2021,Open,2021-07-18,2021-Open,2021-Open-R1,0,1,2022-06-30,0,1.0448717948717956,1990-08-05,30.951403148528406,-4.0
Patrick Reed,2,71.0,143.0,,2021,Open,2021-07-18,2021-Open,2021-Open-R2,0,1,2022-06-30,0,0.6129032258064484,1990-08-05,30.951403148528406,-4.0
Patrick Reed,3,,143.0,,2021,Open,2021-07-18,2021-Open,2021-Open-R3,0,1,2022-06-30,0,,1990-08-05,30.951403148528406,-4.0
Patrick Reed,4,,143.0,,2021,Open,2021-07-18,2021-Open,2021-Open-R4,0,1,2022-06-30,0,,1990-08-05,30.951403148528406,-4.0
Paul Casey,1,68.0,275.0,15.0,2021,Open,2021-07-18,2021-Open,2021-Open-R1,1,0,,0,-2.9551282051282044,1977-07-21,43.9917864476386,
Paul Casey,2,67.0,275.0,15.0,2021,Open,2021-07-18,2021-Open,2021-Open-R2,1,0,,0,-3.3870967741935516,1977-07-21,43.9917864476386,
Paul Casey,3,70.0,275.0,15.0,2021,Open,2021-07-18,2021-Open,2021-Open-R3,1,0,,0,-0.8441558441558499,1977-07-21,43.9917864476386,
Paul Casey,4,70.0,275.0,15.0,2021,Open,2021-07-18,2021-Open,2021-Open-R4,1,0,,0,0.3766233766233711,1977-07-21,43.9917864476386,
Paul Waring,1,72.0,148.0,,2021,Open,2021-07-18,2021-Open,2021-Open-R1,0,0,,0,1.0448717948717956,1985-02-02,36.45448323066393,
Paul Waring,2,76.0,148.0,,2021,Open,2021-07-18,2021-Open,2021-Open-R2,0,0,,0,5.612903225806448,1985-02-02,36.45448323066393,
Paul Waring,3,,148.0,,2021,Open,2021-07-18,2021-Open,2021-Open-R3,0,0,,0,,1985-02-02,36.45448323066393,
Paul Waring,4,,148.0,,2021,Open,2021-07-18,2021-Open,2021-Open-R4,0,0,,0,,1985-02-02,36.45448323066393,
Phil Mickelson,1,80.0,152.0,,2021,Open,2021-07-18,2021-Open,2021-Open-R1,0,1,2022-06-09,0,9.044871794871796,1970-06-16,51.08829568788501,-1.0
Phil Mickelson,2,72.0,152.0,,2021,Open,2021-07-18,2021-Open,2021-Open-R2,0,1,2022-06-09,0,1.6129032258064484,1970-06-16,51.08829568788501,-1.0
Phil Mickelson,3,,152.0,,2021,Open,2021-07-18,2021-Open,2021-Open-R3,0,1,2022-06-09,0,,1970-06-16,51.08829568788501,-1.0
Phil Mickelson,4,,152.0,,2021,Open,2021-07-18,2021-Open,2021-Open-R4,0,1,2022-06-09,0,,1970-06-16,51.08829568788501,-1.0
Poom Saksansin,1,73.0,288.0,76.0,2021,Open,2021-07-18,2021-Open,2021-Open-R1,1,0,,0,2.0448717948717956,1993-06-04,28.12046543463381,
Poom Saksansin,2,68.0,288.0,76.0,2021,Open,2021-07-18,2021-Open,2021-Open-R2,1,0,,0,-2.3870967741935516,1993-06-04,28.12046543463381,
Poom Saksansin,3,76.0,288.0,76.0,2021,Open,2021-07-18,2021-Open,2021-Open-R3,1,0,,0,5.15584415584415,1993-06-04,28.12046543463381,
Poom Saksansin,4,71.0,288.0,76.0,2021,Open,2021-07-18,2021-Open,2021-Open-R4,1,0,,0,1.376623376623371,1993-06-04,28.12046543463381,
Pádraig Harrington,1,72.0,284.0,72.0,2021,Open,2021-07-18,2021-Open,2021-Open-R1,1,0,,0,1.0448717948717956,1971-08-31,49.880903490759756,
Pádraig Harrington,2,68.0,284.0,72.0,2021,Open,2021-07-18,2021-Open,2021-Open-R2,1,0,,0,-2.3870967741935516,1971-08-31,49.880903490759756,
Pádraig Harrington,3,73.0,284.0,72.0,2021,Open,2021-07-18,2021-Open,2021-Open-R3,1,0,,0,2.15584415584415,1971-08-31,49.880903490759756,
Pádraig Harrington,4,71.0,284.0,72.0,2021,Open,2021-07-18,2021-Open,2021-Open-R4,1,0,,0,1.376623376623371,1971-08-31,49.880903490759756,
Rafa Cabrera-Bello,1,70.0,143.0,,2021,Open,2021-07-18,2021-Open,2021-Open-R1,0,0,,0,-0.9551282051282044,1984-05-25,37.14715947980835,
Rafa Cabrera-Bello,2,73.0,143.0,,2021,Open,2021-07-18,2021-Open,2021-Open-R2,0,0,,0,2.6129032258064484,1984-05-25,37.14715947980835,
Rafa Cabrera-Bello,3,,143.0,,2021,Open,2021-07-18,2021-Open,2021-Open-R3,0,0,,0,,1984-05-25,37.14715947980835,
Rafa Cabrera-Bello,4,,143.0,,2021,Open,2021-07-18,2021-Open,2021-Open-R4,0,0,,0,,1984-05-25,37.14715947980835,
Ricardo Celia,1,72.0,144.0,,2021,Open,2021-07-18,2021-Open,2021-Open-R1,0,0,,0,1.0448717948717956,,,
Ricardo Celia,2,72.0,144.0,,2021,Open,2021-07-18,2021-Open,2021-Open-R2,0,0,,0,1.6129032258064484,,,
Ricardo Celia,3,,144.0,,2021,Open,2021-07-18,2021-Open,2021-Open-R3,0,0,,0,,,,
Ricardo Celia,4,,144.0,,2021,Open,2021-07-18,2021-Open,2021-Open-R4,0,0,,0,,,,
Richard Bland,1,70.0,283.0,67.0,2021,Open,2021-07-18,2021-Open,2021-Open-R1,1,0,,0,-0.9551282051282044,1973-02-03,48.4517453798768,
Richard Bland,2,70.0,283.0,67.0,2021,Open,2021-07-18,2021-Open,2021-Open-R2,1,0,,0,-0.3870967741935516,1973-02-03,48.4517453798768,
Richard Bland,3,73.0,283.0,67.0,2021,Open,2021-07-18,2021-Open,2021-Open-R3,1,0,,0,2.15584415584415,1973-02-03,48.4517453798768,
Richard Bland,4,70.0,283.0,67.0,2021,Open,2021-07-18,2021-Open,2021-Open-R4,1,0,,0,0.3766233766233711,1973-02-03,48.4517453798768,
Richard Mansell,1,72.0,286.0,74.0,2021,Open,2021-07-18,2021-Open,2021-Open-R1,1,0,,0,1.0448717948717956,1995-04-24,26.234086242299796,
Richard Mansell,2,69.0,286.0,74.0,2021,Open,2021-07-18,2021-Open,2021-Open-R2,1,0,,0,-1.3870967741935516,1995-04-24,26.234086242299796,
Richard Mansell,3,76.0,286.0,74.0,2021,Open,2021-07-18,2021-Open,2021-Open-R3,1,0,,0,5.15584415584415,1995-04-24,26.234086242299796,
Richard Mansell,4,69.0,286.0,74.0,2021,Open,2021-07-18,2021-Open,2021-Open-R4,1,0,,0,-0.6233766233766289,1995-04-24,26.234086242299796,
Richard T. Lee,1,75.0,144.0,,2021,Open,2021-07-18,2021-Open,2021-Open-R1,0,0,,0,4.044871794871796,1990-10-29,30.718685831622178,
Richard T. Lee,2,69.0,144.0,,2021,Open,2021-07-18,2021-Open,2021-Open-R2,0,0,,0,-1.3870967741935516,1990-10-29,30.718685831622178,
Richard T. Lee,3,,144.0,,2021,Open,2021-07-18,2021-Open,2021-Open-R3,0,0,,0,,1990-10-29,30.718685831622178,
Richard T. Lee,4,,144.0,,2021,Open,2021-07-18,2021-Open,2021-Open-R4,0,0,,0,,1990-10-29,30.718685831622178,
Rickie Fowler,1,69.0,281.0,53.0,2021,Open,2021-07-18,2021-Open,2021-Open-R1,1,0,,0,-1.9551282051282044,1988-12-13,32.59411362080767,
Rickie Fowler,2,72.0,281.0,53.0,2021,Open,2021-07-18,2021-Open,2021-Open-R2,1,0,,0,1.6129032258064484,1988-12-13,32.59411362080767,
Rickie Fowler,3,75.0,281.0,53.0,2021,Open,2021-07-18,2021-Open,2021-Open-R3,1,0,,0,4.15584415584415,1988-12-13,32.59411362080767,
Rickie Fowler,4,65.0,281.0,53.0,2021,Open,2021-07-18,2021-Open,2021-Open-R4,1,0,,0,-4.623376623376629,1988-12-13,32.59411362080767,
Rikard Karlberg,1,72.0,142.0,,2021,Open,2021-07-18,2021-Open,2021-Open-R1,0,0,,0,1.0448717948717956,1986-12-01,34.62833675564682,
Rikard Karlberg,2,70.0,142.0,,2021,Open,2021-07-18,2021-Open,2021-Open-R2,0,0,,0,-0.3870967741935516,1986-12-01,34.62833675564682,
Rikard Karlberg,3,,142.0,,2021,Open,2021-07-18,2021-Open,2021-Open-R3,0,0,,0,,1986-12-01,34.62833675564682,
Rikard Karlberg,4,,142.0,,2021,Open,2021-07-18,2021-Open,2021-Open-R4,0,0,,0,,1986-12-01,34.62833675564682,
Rikuya Hoshino,1,74.0,146.0,,2021,Open,2021-07-18,2021-Open,2021-Open-R1,0,0,,0,3.0448717948717956,1996-05-12,25.182751540041068,
Rikuya Hoshino,2,72.0,146.0,,2021,Open,2021-07-18,2021-Open,2021-Open-R2,0,0,,0,1.6129032258064484,1996-05-12,25.182751540041068,
Rikuya Hoshino,3,,146.0,,2021,Open,2021-07-18,2021-Open,2021-Open-R3,0,0,,0,,1996-05-12,25.182751540041068,
Rikuya Hoshino,4,,146.0,,2021,Open,2021-07-18,2021-Open,2021-Open-R4,0,0,,0,,1996-05-12,25.182751540041068,
Robert MacIntyre,1,72.0,273.0,8.0,2021,Open,2021-07-18,2021-Open,2021-Open-R1,1,0,,0,1.0448717948717956,1996-08-03,24.955509924709105,
Robert MacIntyre,2,69.0,273.0,8.0,2021,Open,2021-07-18,2021-Open,2021-Open-R2,1,0,,0,-1.3870967741935516,1996-08-03,24.955509924709105,
Robert MacIntyre,3,65.0,273.0,8.0,2021,Open,2021-07-18,2021-Open,2021-Open-R3,1,0,,0,-5.84415584415585,1996-08-03,24.955509924709105,
Robert MacIntyre,4,67.0,273.0,8.0,2021,Open,2021-07-18,2021-Open,2021-Open-R4,1,0,,0,-2.623376623376629,1996-08-03,24.955509924709105,
Romain Langasque,1,74.0,147.0,,2021,Open,2021-07-18,2021-Open,2021-Open-R1,0,0,,0,3.0448717948717956,1995-05-18,26.168377823408623,
Romain Langasque,2,73.0,147.0,,2021,Open,2021-07-18,2021-Open,2021-Open-R2,0,0,,0,2.6129032258064484,1995-05-18,26.168377823408623,
Romain Langasque,3,,147.0,,2021,Open,2021-07-18,2021-Open,2021-Open-R3,0,0,,0,,1995-05-18,26.168377823408623,
Romain Langasque,4,,147.0,,2021,Open,2021-07-18,2021-Open,2021-Open-R4,0,0,,0,,1995-05-18,26.168377823408623,
Rory McIlroy,1,70.0,280.0,46.0,2021,Open,2021-07-18,2021-Open,2021-Open-R1,1,0,,0,-0.9551282051282044,1989-05-04,32.205338809034906,
Rory McIlroy,2,70.0,280.0,46.0,2021,Open,2021-07-18,2021-Open,2021-Open-R2,1,0,,0,-0.3870967741935516,1989-05-04,32.205338809034906,
Rory McIlroy,3,69.0,280.0,46.0,2021,Open,2021-07-18,2021-Open,2021-Open-R3,1,0,,0,-1.8441558441558499,1989-05-04,32.205338809034906,
Rory McIlroy,4,71.0,280.0,46.0,2021,Open,2021-07-18,2021-Open,2021-Open-R4,1,0,,0,1.376623376623371,1989-05-04,32.205338809034906,
Russell Henley,1,70.0,142.0,,2021,Open,2021-07-18,2021-Open,2021-Open-R1,0,0,,0,-0.9551282051282044,1989-04-12,32.26557152635181,
Russell Henley,2,72.0,142.0,,2021,Open,2021-07-18,2021-Open,2021-Open-R2,0,0,,0,1.6129032258064484,1989-04-12,32.26557152635181,
Russell Henley,3,,142.0,,2021,Open,2021-07-18,2021-Open,2021-Open-R3,0,0,,0,,1989-04-12,32.26557152635181,
Russell Henley,4,,142.0,,2021,Open,2021-07-18,2021-Open,2021-Open-R4,0,0,,0,,1989-04-12,32.26557152635181,
Ryan Fox,1,68.0,283.0,67.0,2021,Open,2021-07-18,2021-Open,2021-Open-R1,1,0,,0,-2.9551282051282044,1987-01-22,34.48596851471595,
Ryan Fox,2,68.0,283.0,67.0,2021,Open,2021-07-18,2021-Open,2021-Open-R2,1,0,,0,-2.3870967741935516,1987-01-22,34.48596851471595,
Ryan Fox,3,71.0,283.0,67.0,2021,Open,2021-07-18,2021-Open,2021-Open-R3,1,0,,0,0.15584415584415012,1987-01-22,34.48596851471595,
Ryan Fox,4,76.0,283.0,67.0,2021,Open,2021-07-18,2021-Open,2021-Open-R4,1,0,,0,6.376623376623371,1987-01-22,34.48596851471595,
Ryan Palmer,1,72.0,142.0,,2021,Open,2021-07-18,2021-Open,2021-Open-R1,0,0,,0,1.0448717948717956,1976-09-19,44.82683093771389,
Ryan Palmer,2,70.0,142.0,,2021,Open,2021-07-18,2021-Open,2021-Open-R2,0,0,,0,-0.3870967741935516,1976-09-19,44.82683093771389,
Ryan Palmer,3,,142.0,,2021,Open,2021-07-18,2021-Open,2021-Open-R3,0,0,,0,,1976-09-19,44.82683093771389,
Ryan Palmer,4,,142.0,,2021,Open,2021-07-18,2021-Open,2021-Open-R4,0,0,,0,,1976-09-19,44.82683093771389,
Ryosuke Kinoshita,1,72.0,282.0,59.0,2021,Open,2021-07-18,2021-Open,2021-Open-R1,1,0,,0,1.0448717948717956,1991-07-16,30.00684462696783,
Ryosuke Kinoshita,2,69.0,282.0,59.0,2021,Open,2021-07-18,2021-Open,2021-Open-R2,1,0,,0,-1.3870967741935516,1991-07-16,30.00684462696783,
Ryosuke Kinoshita,3,72.0,282.0,59.0,2021,Open,2021-07-18,2021-Open,2021-Open-R3,1,0,,0,1.1558441558441501,1991-07-16,30.00684462696783,
Ryosuke Kinoshita,4,69.0,282.0,59.0,2021,Open,2021-07-18,2021-Open,2021-Open-R4,1,0,,0,-0.6233766233766289,1991-07-16,30.00684462696783,
Ryutaro Nagano,1,70.0,142.0,,2021,Open,2021-07-18,2021-Open,2021-Open-R1,0,0,,0,-0.9551282051282044,1988-05-06,33.19917864476386,
Ryutaro Nagano,2,72.0,142.0,,2021,Open,2021-07-18,2021-Open,2021-Open-R2,0,0,,0,1.6129032258064484,1988-05-06,33.19917864476386,
Ryutaro Nagano,3,,142.0,,2021,Open,2021-07-18,2021-Open,2021-Open-R3,0,0,,0,,1988-05-06,33.19917864476386,
Ryutaro Nagano,4,,142.0,,2021,Open,2021-07-18,2021-Open,2021-Open-R4,0,0,,0,,1988-05-06,33.19917864476386,
Sam Bairstow,1,75.0,147.0,,2021,Open,2021-07-18,2021-Open,2021-Open-R1,0,0,,0,4.044871794871796,1998-08-12,22.93223819301848,
Sam Bairstow,2,72.0,147.0,,2021,Open,2021-07-18,2021-Open,2021-Open-R2,0,0,,0,1.6129032258064484,1998-08-12,22.93223819301848,
Sam Bairstow,3,,147.0,,2021,Open,2021-07-18,2021-Open,2021-Open-R3,0,0,,0,,1998-08-12,22.93223819301848,
Sam Bairstow,4,,147.0,,2021,Open,2021-07-18,2021-Open,2021-Open-R4,0,0,,0,,1998-08-12,22.93223819301848,
Sam Burns,1,71.0,288.0,76.0,2021,Open,2021-07-18,2021-Open,2021-Open-R1,1,0,,0,0.0448717948717956,1996-07-23,24.985626283367555,
Sam Burns,2,69.0,288.0,76.0,2021,Open,2021-07-18,2021-Open,2021-Open-R2,1,0,,0,-1.3870967741935516,1996-07-23,24.985626283367555,
Sam Burns,3,76.0,288.0,76.0,2021,Open,2021-07-18,2021-Open,2021-Open-R3,1,0,,0,5.15584415584415,1996-07-23,24.985626283367555,
Sam Burns,4,72.0,288.0,76.0,2021,Open,2021-07-18,2021-Open,2021-Open-R4,1,0,,0,2.376623376623371,1996-07-23,24.985626283367555,
Sam Forgan,1,73.0,150.0,,2021,Open,2021-07-18,2021-Open,2021-Open-R1,0,0,,0,2.0448717948717956,,,
Sam Forgan,2,77.0,150.0,,2021,Open,2021-07-18,2021-Open,2021-Open-R2,0,0,,0,6.612903225806448,,,
Sam Forgan,3,,150.0,,2021,Open,2021-07-18,2021-Open,2021-Open-R3,0,0,,0,,,,
Sam Forgan,4,,150.0,,2021,Open,2021-07-18,2021-Open,2021-Open-R4,0,0,,0,,,,
Sam Horsfield,1,70.0,283.0,67.0,2021,Open,2021-07-18,2021-Open,2021-Open-R1,1,0,,0,-0.9551282051282044,1996-10-08,24.774811772758383,
Sam Horsfield,2,70.0,283.0,67.0,2021,Open,2021-07-18,2021-Open,2021-Open-R2,1,0,,0,-0.3870967741935516,1996-10-08,24.774811772758383,
Sam Horsfield,3,69.0,283.0,67.0,2021,Open,2021-07-18,2021-Open,2021-Open-R3,1,0,,0,-1.8441558441558499,1996-10-08,24.774811772758383,
Sam Horsfield,4,74.0,283.0,67.0,2021,Open,2021-07-18,2021-Open,2021-Open-R4,1,0,,0,4.376623376623371,1996-10-08,24.774811772758383,
Scottie Scheffler,1,67.0,133.0,4.0,2021,Open,2021-07-18,2021-Open,2021-Open-R1,1,0,,0,-3.9551282051282044,1996-06-21,25.073237508555785,
Scottie Scheffler,2,66.0,133.0,4.0,2021,Open,2021-07-18,2021-Open,2021-Open-R2,1,0,,0,-4.387096774193552,1996-06-21,25.073237508555785,
Scottie Scheffler,3,69.0,202.0,4.0,2021,Open,2021-07-18,2021-Open,2021-Open-R3,1,0,,0,-1.8441558441558499,1996-06-21,25.073237508555785,
Scottie Scheffler,4,71.0,273.0,8.0,2021,Open,2021-07-18,2021-Open,2021-Open-R4,1,0,,0,1.376623376623371,1996-06-21,25.073237508555785,
Sebastian Munoz,1,73.0,142.0,,2021,Open,2021-07-18,2021-Open,2021-Open-R1,0,1,2023-02-01,0,2.0448717948717956,1992-12-29,28.550308008213552,-4.0
Sebastian Munoz,2,69.0,142.0,,2021,Open,2021-07-18,2021-Open,2021-Open-R2,0,1,2023-02-01,0,-1.3870967741935516,1992-12-29,28.550308008213552,-4.0
Sebastian Munoz,3,,142.0,,2021,Open,2021-07-18,2021-Open,2021-Open-R3,0,1,2023-02-01,0,,1992-12-29,28.550308008213552,-4.0
Sebastian Munoz,4,,142.0,,2021,Open,2021-07-18,2021-Open,2021-Open-R4,0,1,2023-02-01,0,,1992-12-29,28.550308008213552,-4.0
Sergio Garcia,1,68.0,276.0,19.0,2021,Open,2021-07-18,2021-Open,2021-Open-R1,1,1,2022-06-09,0,-2.9551282051282044,1980-01-09,41.52224503764545,-3.0
Sergio Garcia,2,69.0,276.0,19.0,2021,Open,2021-07-18,2021-Open,2021-Open-R2,1,1,2022-06-09,0,-1.3870967741935516,1980-01-09,41.52224503764545,-3.0
Sergio Garcia,3,73.0,276.0,19.0,2021,Open,2021-07-18,2021-Open,2021-Open-R3,1,1,2022-06-09,0,2.15584415584415,1980-01-09,41.52224503764545,-3.0
Sergio Garcia,4,66.0,276.0,19.0,2021,Open,2021-07-18,2021-Open,2021-Open-R4,1,1,2022-06-09,0,-3.623376623376629,1980-01-09,41.52224503764545,-3.0
Shane Lowry,1,71.0,274.0,12.0,2021,Open,2021-07-18,2021-Open,2021-Open-R1,1,0,,0,0.0448717948717956,1987-04-02,34.2943189596167,
Shane Lowry,2,65.0,274.0,12.0,2021,Open,2021-07-18,2021-Open,2021-Open-R2,1,0,,0,-5.387096774193552,1987-04-02,34.2943189596167,
Shane Lowry,3,69.0,274.0,12.0,2021,Open,2021-07-18,2021-Open,2021-Open-R3,1,0,,0,-1.8441558441558499,1987-04-02,34.2943189596167,
Shane Lowry,4,69.0,274.0,12.0,2021,Open,2021-07-18,2021-Open,2021-Open-R4,1,0,,0,-0.6233766233766289,1987-04-02,34.2943189596167,
